<43070, 1, 993600000000, [154538 -0.06818 ]>
<44155, 1, 1006300800000, [49762 0.07299 ]>
<44645, 1, 1011830400000, [104747 0.34091 ]>
<44730, 8, 1016150400000, [77902 0.03866 140154 0.625 135495 0.08035 72449 0.23864 55632 -0.0241 132577 0.45455 99825 0.01136 152632 0.04167 ]>
<44967, 14, 1015545600000, [124406 -0.05891 16942 0.023 25423 0.01701 90495 -0.16667 74823 -0.18 33254 0.00461 127830 0.125 104692 0.08248 77902 0.03866 28114 0.01616 67049 -0.125 20483 0.0102 86135 0.04545 79450 0.03931 ]>
<45016, 9, 1014336000000, [29366 -0.08333 116448 0.0219 44389 0.01505 94451 -0.03409 85999 -0.08333 21292 -0.11364 119622 0.03794 136890 0.06818 146017 0.015 ]>
<45059, 10, 1014940800000, [52806 0.41667 55632 -0.0241 81774 0.07299 115896 0.00689 137430 0.03844 99714 -0.24818 136315 0.05474 16704 0.20455 145843 -0.35 8291 0.07653 ]>
<45269, 9, 1013126400000, [33107 0.10847 77902 0.03866 78181 -0.04167 110453 0.04024 88939 0.03201 46997 0.04167 39175 -0.185 55632 -0.0241 146149 0.02009 ]>
<45323, 3, 1012521600000, [18006 0.25 31659 0.01718 124710 0.01607 ]>
<45401, 1, 1008806400000, [72081 -0.14773 ]>
<45435, 12, 1011916800000, [137430 0.03844 140154 0.625 16132 -0.01701 55632 -0.0241 3853 0.04268 55632 -0.0241 55632 -0.0241 125267 0.0219 67049 -0.125 2937 0.12092 119622 0.03794 55632 -0.0241 ]>
<45453, 1, 1011830400000, [104747 0.34091 ]>
<46366, 5, 1010966400000, [59707 -0.02041 88175 0.06818 105900 0.05021 125336 0.04762 120424 0.02273 ]>
<46367, 1, 1010707200000, [114089 0.25 ]>
<47034, 1, 1006300800000, [49762 0.07299 ]>
<47145, 14, 1010707200000, [46507 0.05782 136897 -0.04167 136157 0.01884 97722 0.04167 55632 -0.0241 67049 -0.125 36777 -0.11932 67049 -0.125 31933 0.255 137430 0.03844 7061 0.06132 55632 -0.0241 42155 0.0241 91796 -0.08503 ]>
<47348, 8, 1002240000000, [59868 0.06818 124710 0.01607 122604 0.03547 43358 0.01956 124710 0.01607 105900 0.05021 126746 0.045 38790 0.01256 ]>
<47383, 8, 1003363200000, [55632 -0.0241 125267 0.0219 55632 -0.0241 26467 -0.015 124710 0.01607 67049 -0.125 55632 -0.0241 42155 0.0241 ]>
<47493, 2, 1004054400000, [117026 -0.00715 55632 -0.0241 ]>
<50216, 16, 999129600000, [29889 0.19442 10600 0.25 75558 0.01965 33107 0.10847 40266 0.023 143260 0.03314 45443 0.125 55632 -0.0241 55632 -0.0241 110453 0.04024 104747 0.34091 55632 -0.0241 55632 -0.0241 37636 0.1 55653 0.0115 55632 -0.0241 ]>
<50395, 1, 1008892800000, [151215 0.13636 ]>
<58099, 159, 1006214400000, [33107 0.10847 104747 0.34091 67049 -0.125 98633 0.05474 12013 0.02027 25423 0.01701 82387 -0.125 57964 0.06818 25423 0.01701 88939 0.03201 55632 -0.0241 49762 0.07299 88939 0.03201 116924 0.0207 9125 0.04167 45322 -0.33344 103791 0.05102 88939 0.03201 57964 0.06818 131945 -0.0438 82577 -0.19037 55632 -0.0241 79450 0.03931 45906 0.04481 55632 -0.0241 79450 0.03931 55632 -0.0241 26632 0.02 55632 -0.0241 46140 -0.17247 57964 0.06818 55632 -0.0241 76532 0.02063 48336 0.375 103791 0.05102 105900 0.05021 103791 0.05102 87793 -0.36 100761 0.04 103791 0.05102 126549 0.04 3110 -0.06428 110410 0.05657 26632 0.02 144089 -0.00641 57964 0.06818 67049 -0.125 88939 0.03201 124415 0.02273 29581 0.06 64750 0.105 30897 0.27273 82659 0.07653 55632 -0.0241 112719 -0.06843 76532 0.02063 106327 0.125 57964 0.06818 57964 0.06818 55632 -0.0241 67049 -0.125 55632 -0.0241 67049 -0.125 79450 0.03931 103791 0.05102 88643 -0.0207 33107 0.10847 44071 -0.04167 101583 -0.01825 78618 0.01369 46702 0.01369 51087 0.13636 50793 0.375 49958 0.25 142110 0.25 117026 -0.00715 79450 0.03931 106327 0.125 143600 0.015 46702 0.01369 102861 0.02737 55632 -0.0241 67049 -0.125 90727 -0.16667 146017 0.015 55632 -0.0241 57964 0.06818 46702 0.01369 55632 -0.0241 55632 -0.0241 5571 0.09091 55632 -0.0241 57964 0.06818 55632 -0.0241 125336 0.04762 26850 0.375 55632 -0.0241 79450 0.03931 98285 0.10204 85892 0.075 78618 0.01369 131945 -0.0438 8443 -0.08555 126507 0.015 115793 -0.06818 33107 0.10847 103791 0.05102 103797 0.02755 55632 -0.0241 105900 0.05021 91064 0.01607 17263 0.25 119246 -0.06 55632 -0.0241 55632 -0.0241 31659 0.01718 103791 0.05102 55632 -0.0241 105900 0.05021 55632 -0.0241 128681 -0.01825 55632 -0.0241 57964 0.06818 57964 0.06818 119622 0.03794 17263 0.25 15961 0.06026 119082 0.16667 135495 0.08035 135495 0.08035 55632 -0.0241 368 -0.16667 22443 0.00366 103791 0.05102 33107 0.10847 34987 -0.01701 12013 0.02027 131945 -0.0438 33107 0.10847 33107 0.10847 55560 -0.02 55632 -0.0241 55632 -0.0241 55632 -0.0241 27728 -0.125 68988 -0.04167 125336 0.04762 79450 0.03931 124415 0.02273 119246 -0.06 78181 -0.04167 79450 0.03931 55632 -0.0241 52806 0.41667 29581 0.06 67049 -0.125 103791 0.05102 55632 -0.0241 154654 0.08333 ]>
<58622, 145, 1003190400000, [33107 0.10847 104747 0.34091 95236 0.025 79450 0.03931 100991 0.01574 55632 -0.0241 41309 0.125 37908 0.49909 2937 0.12092 63479 0.0085 133281 0.01035 129737 -0.08333 67049 -0.125 46140 -0.17247 58527 0.24 48081 0.06818 44389 0.01505 55632 -0.0241 118171 0.08212 59030 0.25 46140 -0.17247 79047 -0.5 103791 0.05102 49762 0.07299 87293 -0.02551 27844 0.5 64156 0.02737 64156 0.02737 66662 0.29167 89607 -0.26004 2937 0.12092 88036 0.20833 93834 0.21898 41312 -0.125 119246 -0.06 93834 0.21898 33107 0.10847 67049 -0.125 132882 0.0241 105900 0.05021 152806 0.12 125267 0.0219 55632 -0.0241 154341 -0.125 102861 0.02737 67049 -0.125 119082 0.16667 33107 0.10847 108390 0.20455 146149 0.02009 55632 -0.0241 67049 -0.125 55632 -0.0241 67049 -0.125 120424 0.02273 92397 -0.0102 9125 0.04167 11556 0.20833 29581 0.06 33107 0.10847 29581 0.06 92397 -0.0102 98390 0.14623 2799 -0.02273 4465 -0.34091 55632 -0.0241 105900 0.05021 103791 0.05102 128681 -0.01825 103791 0.05102 25048 0.04545 95236 0.025 33107 0.10847 129520 0.25 79450 0.03931 33107 0.10847 102861 0.02737 55632 -0.0241 49714 -0.25 55632 -0.0241 82387 -0.125 144197 -0.13636 29581 0.06 146149 0.02009 125703 -0.625 104310 0.2 57964 0.06818 64156 0.02737 104310 0.2 78181 -0.04167 57964 0.06818 103791 0.05102 5518 0.02379 119246 -0.06 100126 -0.0365 33107 0.10847 33107 0.10847 57964 0.06818 129419 0.1141 132882 0.0241 29581 0.06 55632 -0.0241 55632 -0.0241 29581 0.06 29581 0.06 128681 -0.01825 25073 -0.625 119082 0.16667 31704 0.20408 76532 0.02063 127431 -0.06803 29581 0.06 10919 -0.00491 44389 0.01505 102861 0.02737 37534 -0.08333 33107 0.10847 30213 0.015 102861 0.02737 79450 0.03931 87015 -0.24 29051 -0.13636 143260 0.03314 142881 0.625 59499 0.21898 105900 0.05021 78392 -0.06973 140360 0.01825 23018 0.03409 126884 0.00792 85218 0.125 79450 0.03931 99118 -0.08333 55632 -0.0241 21489 -0.03214 48873 -0.0365 33107 0.10847 10513 -0.01701 149241 0.25 57964 0.06818 61629 -0.03285 27460 0.03214 18739 -0.53409 57964 0.06818 154654 0.08333 ]>
<59174, 1, 1011830400000, [104747 0.34091 ]>
<60111, 12, 1016582400000, [149241 0.25 15764 0.03 79450 0.03931 22971 0.57955 63502 -0.015 79450 0.03931 113214 0.0292 87293 -0.02551 24916 -0.125 8119 0.03943 96460 -0.0115 69190 -0.125 ]>
<60699, 7, 1005868800000, [121629 0.21591 77012 0.04284 21489 -0.03214 102861 0.02737 21489 -0.03214 112033 -0.03997 78618 0.01369 ]>
<60716, 6, 1008806400000, [64156 0.02737 78618 0.01369 154937 -0.03827 55632 -0.0241 154937 -0.03827 18544 -0.5 ]>
<60785, 13, 1001635200000, [130025 0.01825 23150 -0.17781 63479 0.0085 116448 0.0219 116448 0.0219 135758 -0.04545 29889 0.19442 116448 0.0219 3390 0.03409 14131 0.25 121629 0.21591 95473 0.05335 149241 0.25 ]>
<67984, 1, 1001635200000, [82387 -0.125 ]>
<70014, 2, 1002585600000, [89607 -0.26004 104310 0.2 ]>
<70019, 4, 1002672000000, [80297 0.04167 125336 0.04762 110019 0.04167 104310 0.2 ]>
<70172, 2, 1013644800000, [104747 0.34091 155093 0.0271 ]>
<70173, 2, 1014249600000, [104747 0.34091 155093 0.0271 ]>
<70179, 2, 1014854400000, [104747 0.34091 155093 0.0271 ]>
<70487, 2, 1013040000000, [104747 0.34091 155093 0.0271 ]>
<71329, 1, 1009411200000, [6726 0.08929 ]>
<71345, 1, 1009929600000, [75558 0.01965 ]>
<77404, 14, 970444800000, [55632 -0.0241 91726 0.21898 120424 0.02273 55632 -0.0241 149975 0.03 88329 0.13256 60642 0.125 79450 0.03931 76532 0.02063 43421 -0.22 834 -0.375 107001 -0.25 16132 -0.01701 55632 -0.0241 ]>
<77495, 19, 971136000000, [127825 0.00528 106627 0.03409 55632 -0.0241 130100 0.375 2937 0.12092 62937 0.5 105900 0.05021 105900 0.05021 105900 0.05021 55632 -0.0241 72522 -0.36 137131 0.25 72693 -0.01129 55632 -0.0241 130264 0.02038 10854 0.00854 29889 0.19442 72374 0.03401 66501 -0.03409 ]>
<77541, 8, 971654400000, [106627 0.03409 55632 -0.0241 147942 -0.05624 79450 0.03931 55632 -0.0241 8443 -0.08555 7093 -0.03 55632 -0.0241 ]>
<77598, 17, 972259200000, [106627 0.03409 55632 -0.0241 54313 0.08333 26539 0.02737 145603 0.08333 105680 0.075 79450 0.03931 117026 -0.00715 107001 -0.25 110661 -0.21898 2937 0.12092 109057 -0.05969 9762 0.00753 55632 -0.0241 47813 -0.02209 115793 -0.06818 55632 -0.0241 ]>
<77734, 22, 973555200000, [104747 0.34091 127825 0.00528 106627 0.03409 2937 0.12092 91129 0.1136 5731 0.02721 58028 0.00956 32007 0.06 38774 0.00404 29471 0.125 105900 0.05021 91796 -0.08503 144732 -0.00125 75558 0.01965 110661 -0.21898 87793 -0.36 36777 -0.11932 105680 0.075 10513 -0.01701 55632 -0.0241 100511 -0.25 79450 0.03931 ]>
<77781, 11, 974073600000, [127825 0.00528 106627 0.03409 88643 -0.0207 129737 -0.08333 116909 -0.5 110661 -0.21898 147533 -0.125 79450 0.03931 105900 0.05021 36777 -0.11932 115793 -0.06818 ]>
<77845, 14, 975369600000, [127825 0.00528 106627 0.03409 36777 -0.11932 57068 -0.02551 36777 -0.11932 90727 -0.16667 114337 0.03556 90436 0.00053 140234 -0.33333 72693 -0.01129 14351 -0.02273 55632 -0.0241 71884 0.02007 107001 -0.25 ]>
<77920, 12, 976492800000, [127825 0.00528 106627 0.03409 43760 -0.125 128674 -0.03329 55632 -0.0241 61105 -0.26276 105900 0.05021 150218 0.01538 118752 0.01965 6588 0.12 8443 -0.08555 107001 -0.25 ]>
<77982, 7, 977011200000, [104747 0.34091 127825 0.00528 106627 0.03409 143430 0.00425 55632 -0.0241 3390 0.03409 55632 -0.0241 ]>
<77989, 13, 977097600000, [110019 0.04167 39993 0.695 66501 -0.03409 127825 0.00528 55632 -0.0241 2937 0.12092 105854 0.06378 115291 0.06818 67626 0.5 134678 -0.13636 105900 0.05021 47813 -0.02209 33107 0.10847 ]>
<78181, 15, 979603200000, [104747 0.34091 127825 0.00528 106627 0.03409 113034 -0.06818 43549 0.015 110661 -0.21898 67583 0.17677 77012 0.04284 29889 0.19442 105900 0.05021 8418 -0.02583 43760 -0.125 55632 -0.0241 6588 0.12 79450 0.03931 ]>
<78280, 15, 980726400000, [55632 -0.0241 66501 -0.03409 14351 -0.02273 3390 0.03409 106930 -0.70833 82577 -0.19037 144089 -0.00641 64108 -0.01915 21981 0.08333 151215 0.13636 22049 0.14256 17361 0.45833 9402 -0.375 82577 -0.19037 107001 -0.25 ]>
<78356, 16, 981849600000, [79450 0.03931 105900 0.05021 83928 0.26136 34831 0.04167 16463 -0.00051 55632 -0.0241 31933 0.255 146933 0.06818 6726 0.08929 115793 -0.06818 110410 0.05657 14517 0.08333 16431 -0.16 147759 -0.18561 149241 0.25 106317 -0.12405 ]>
<78383, 8, 982627200000, [56158 -0.04167 55632 -0.0241 110535 -0.01369 82577 -0.19037 79450 0.03931 61069 0.20833 9762 0.00753 8443 -0.08555 ]>
<78398, 3, 982713600000, [104747 0.34091 55632 -0.0241 55632 -0.0241 ]>
<78411, 12, 983145600000, [127825 0.00528 97894 0.16298 3037 0.20833 22971 0.57955 34756 0.04653 152205 0.00425 91796 -0.08503 82387 -0.125 105900 0.05021 41771 0.13686 17361 0.45833 9762 0.00753 ]>
<84724, 13, 1006214400000, [138769 0.12787 55632 -0.0241 138769 0.12787 87876 0.06818 55632 -0.0241 52423 0.08064 126361 -0.05474 36677 -0.27212 150000 -0.625 55632 -0.0241 41138 0.12318 149975 0.03 41396 0.17857 ]>
<87636, 1, 1008806400000, [72081 -0.14773 ]>
<87640, 1, 1008806400000, [39993 0.695 ]>
<87856, 1, 997920000000, [82387 -0.125 ]>
<87910, 1, 997401600000, [82387 -0.125 ]>
<87911, 1, 997401600000, [82387 -0.125 ]>
<87973, 1, 996969600000, [82387 -0.125 ]>
<88103, 1, 995587200000, [82387 -0.125 ]>
<88146, 1, 995241600000, [82387 -0.125 ]>
<88407, 1, 1001635200000, [82387 -0.125 ]>
<88491, 1, 1001030400000, [82387 -0.125 ]>
<88587, 1, 1000425600000, [82387 -0.125 ]>
<88662, 1, 999820800000, [82387 -0.125 ]>
<88907, 3, 991785600000, [95473 0.05335 154937 -0.03827 66662 0.29167 ]>
<89360, 8, 988848000000, [67049 -0.125 19849 0.09091 55632 -0.0241 49958 0.25 68988 -0.04167 121629 0.21591 55632 -0.0241 27824 0.03028 ]>
<89405, 4, 969494400000, [140360 0.01825 72651 0.06818 55632 -0.0241 67049 -0.125 ]>
<89415, 2, 962064000000, [54578 -0.125 119622 0.03794 ]>
<89567, 1, 1000339200000, [32460 0.01314 ]>
<89842, 1, 989452800000, [82387 -0.125 ]>
<89941, 2, 990144000000, [82387 -0.125 143260 0.03314 ]>
<99139, 3, 968198400000, [25863 -0.04167 116537 0.04167 116448 0.0219 ]>
<112888, 13, 1012262400000, [121454 0.055 84080 -0.03214 3390 0.03409 27636 0.45833 56275 0.10949 49403 0.0219 55632 -0.0241 41138 0.12318 55632 -0.0241 2937 0.12092 67049 -0.125 84993 -0.04216 64156 0.02737 ]>
<118994, 31, 1003795200000, [7093 -0.03 87793 -0.36 33107 0.10847 143260 0.03314 55632 -0.0241 140871 0.13636 55632 -0.0241 75558 0.01965 130025 0.01825 132882 0.0241 114107 -0.27313 143260 0.03314 126783 0.08333 67049 -0.125 143260 0.03314 143260 0.03314 41396 0.17857 143260 0.03314 132882 0.0241 151007 0.33333 55632 -0.0241 21489 -0.03214 151007 0.33333 33107 0.10847 67049 -0.125 33107 0.10847 140360 0.01825 55632 -0.0241 7093 -0.03 22310 -0.125 79450 0.03931 ]>
<118997, 31, 1003795200000, [7093 -0.03 87793 -0.36 33107 0.10847 143260 0.03314 55632 -0.0241 140871 0.13636 55632 -0.0241 75558 0.01965 130025 0.01825 132882 0.0241 114107 -0.27313 143260 0.03314 126783 0.08333 67049 -0.125 143260 0.03314 143260 0.03314 41396 0.17857 143260 0.03314 132882 0.0241 151007 0.33333 55632 -0.0241 21489 -0.03214 151007 0.33333 33107 0.10847 67049 -0.125 33107 0.10847 140360 0.01825 55632 -0.0241 7093 -0.03 22310 -0.125 79450 0.03931 ]>
<119098, 31, 1003708800000, [7093 -0.03 87793 -0.36 33107 0.10847 143260 0.03314 55632 -0.0241 140871 0.13636 55632 -0.0241 75558 0.01965 130025 0.01825 132882 0.0241 114107 -0.27313 143260 0.03314 126783 0.08333 67049 -0.125 143260 0.03314 143260 0.03314 41396 0.17857 143260 0.03314 132882 0.0241 151007 0.33333 55632 -0.0241 21489 -0.03214 151007 0.33333 33107 0.10847 67049 -0.125 33107 0.10847 140360 0.01825 55632 -0.0241 7093 -0.03 22310 -0.125 79450 0.03931 ]>
<119145, 1, 1008892800000, [151215 0.13636 ]>
<119752, 1, 984182400000, [8291 0.07653 ]>
<120051, 6, 961977600000, [150218 0.01538 18006 0.25 101700 0.01701 87829 0.08 151653 0.03285 110019 0.04167 ]>
<120057, 2, 964656000000, [104747 0.34091 39960 0.02431 ]>
<120095, 1, 965260800000, [104747 0.34091 ]>
<120332, 1, 963964800000, [126746 0.045 ]>
<120495, 1, 974073600000, [104747 0.34091 ]>
<120552, 1, 971049600000, [104747 0.34091 ]>
<120589, 2, 952300800000, [104747 0.34091 125336 0.04762 ]>
<120592, 1, 976233600000, [104747 0.34091 ]>
<120634, 1, 975542400000, [104747 0.34091 ]>
<120644, 2, 964915200000, [75558 0.01965 8443 -0.08555 ]>
<120666, 1, 976838400000, [104747 0.34091 ]>
<120821, 15, 979257600000, [104747 0.34091 29889 0.19442 43549 0.015 120007 -0.125 33038 -0.5 67583 0.17677 55632 -0.0241 55632 -0.0241 154937 -0.03827 55632 -0.0241 79450 0.03931 5731 0.02721 127612 0.0069 17138 0.06 55632 -0.0241 ]>
<126899, 2, 952300800000, [104747 0.34091 125336 0.04762 ]>
<127381, 6, 961977600000, [150218 0.01538 18006 0.25 101700 0.01701 87829 0.08 151653 0.03285 110019 0.04167 ]>
<127754, 1, 963964800000, [126746 0.045 ]>
<128515, 2, 964915200000, [75558 0.01965 8443 -0.08555 ]>
<128658, 1, 976838400000, [104747 0.34091 ]>
<128680, 2, 964656000000, [104747 0.34091 39960 0.02431 ]>
<128682, 1, 965260800000, [104747 0.34091 ]>
<128692, 1, 971049600000, [104747 0.34091 ]>
<128701, 1, 974073600000, [104747 0.34091 ]>
<128705, 1, 975542400000, [104747 0.34091 ]>
<128707, 18, 1004659200000, [71112 -0.27273 95473 0.05335 68988 -0.04167 124436 0.08333 55632 -0.0241 5731 0.02721 68988 -0.04167 100761 0.04 64156 0.02737 95473 0.05335 55632 -0.0241 150412 0.05102 21981 0.08333 150412 0.05102 143260 0.03314 67049 -0.125 64156 0.02737 52806 0.41667 ]>
<128708, 32, 998265600000, [63613 0.195 121629 0.21591 21981 0.08333 55632 -0.0241 55632 -0.0241 16132 -0.01701 56281 -0.045 27824 0.03028 7857 0.54167 129312 0.04167 41396 0.17857 95133 -0.20833 12013 0.02027 124157 0.33333 55632 -0.0241 33876 0.135 67049 -0.125 60192 -0.125 27824 0.03028 48392 0.05952 86778 0.10227 86778 0.10227 154937 -0.03827 49762 0.07299 21581 0.06 45418 0.04545 125336 0.04762 16431 -0.16 49762 0.07299 55632 -0.0241 105854 0.06378 82387 -0.125 ]>
<128717, 27, 995587200000, [92397 -0.0102 140423 0.0365 55632 -0.0241 143260 0.03314 129419 0.1141 106487 -0.125 102994 0.04545 91796 -0.08503 150412 0.05102 100991 0.01574 21994 0.58333 68623 0.41667 98771 0.375 150412 0.05102 56158 -0.04167 150412 0.05102 150412 0.05102 55632 -0.0241 104310 0.2 129481 0.25 55632 -0.0241 21981 0.08333 33107 0.10847 10919 -0.00491 23106 0.33333 135800 0.015 64156 0.02737 ]>
